day,area,vi,t_p,a_t,a_h,a_w
20190101,남원읍,211275,0,5.058333333,57.875,5.35
20190102,남원읍,168727,0,6.120833333,59.5,4.2375
20190103,남원읍,169277,4,5.604166667,79.58333333,1.570833333
20190104,남원읍,165544,7,8.145833333,67.29166667,4.8375
20190105,남원읍,168558,0,8.541666667,44.66666667,2.875
20190106,남원읍,181077,0,7.6125,49.45833333,3.3375
20190107,남원읍,158883,0,7.770833333,59.45833333,5.391666667
20190108,남원읍,167292,0,4.391666667,56.70833333,5.833333333
20190109,남원읍,173199,1,7.195833333,65.16666667,2.558333333
20190110,남원읍,178591,0,8.120833333,63.79166667,3.366666667
20190111,남원읍,177749,8,9.8375,69.5,3.925
20190112,남원읍,198291,0,8.829166667,59.20833333,4.620833333
20190113,남원읍,214602,0,7.404166667,60.83333333,2.525
20190114,남원읍,196300,0,8.470833333,54.70833333,2.508333333
20190115,남원읍,196244,0,4.195833333,58.08333333,5.945833333
20190116,남원읍,188012,0,5.225,54,3.9125
20190117,남원읍,192114,0,6.745833333,56.625,2.9375
20190118,남원읍,204289,5,7.1125,77,1.604166667
20190119,남원읍,219719,2,9.233333333,67.41666667,5.866666667
20190120,남원읍,201479,0,5.825,56.33333333,5.5375
20190121,남원읍,180015,0,5.833333333,64.16666667,1.879166667
20190122,남원읍,193150,0,6.120833333,61,2.108333333
20190123,남원읍,197763,0,8.691666667,44.41666667,2.895833333
20190124,남원읍,196824,0,7.7125,42.75,3.741666667
20190125,남원읍,185859,0,4.079166667,52.375,6.466666667
20190126,남원읍,197027,0,6.508333333,45.75,3.779166667
20190127,남원읍,204332,0,6.316666667,65.20833333,2.770833333
20190128,남원읍,182010,0,6.341666667,54.91666667,3.25
20190129,남원읍,180337,1,8.920833333,67.70833333,1.5875
20190130,남원읍,170010,15,5.925,80.66666667,4.879166667
20190131,남원읍,127518,0,5.258333333,54.79166667,3.3
20190201,남원읍,120211,0,5.595833333,67.79166667,2.541666667
20190202,남원읍,158107,9,14.80833338,82.375,4.804166667
20190203,남원읍,173928,0,9.270833333,46.16666667,6.420833333
20190204,남원읍,264804,0,7.625,53,2.225
20190205,남원읍,358954,0,12.37083333,64.83333333,1.841666667
20190206,남원읍,211649,3,9.525,70.5,4.1625
20190207,남원읍,136875,0,6.7,32.04166667,5.783333333
20190208,남원읍,145198,4,4.225,59,5.908333333
20190209,남원읍,152890,0,4.025,52.95833333,3.479166667
20190210,남원읍,158610,2,4.429166667,61.16666667,5.325
20190211,남원읍,149117,0,5.479166667,42.75,4.1875
20190212,남원읍,161965,0,7.908333333,49.20833333,3.854166667
20190213,남원읍,163434,0,6.4375,51.66666667,4.395833333
20190214,남원읍,160759,7,6.025,76.54166667,2.258333333
20190215,남원읍,149199,2,6.3125,58.95833333,5.3
20190216,남원읍,174688,0,5.925,55.45833333,4.683333333
20190217,남원읍,178511,4,6.925,66.33333333,1.595833333
20190218,남원읍,151256,12,11.70833342,79.66666667,3.254166667
20190219,남원읍,144162,0,9.1625,60.25,3.3
20190220,남원읍,160267,0,8.8375,47.79166667,3.529166667
20190221,남원읍,156304,4,9.0625,63.54166667,3.108333333
20190222,남원읍,149858,2,9.083333333,63.54166667,2.7125
20190223,남원읍,189257,0,11.29583333,57.25,2.929166667
20190224,남원읍,185038,0,10.49583333,51.625,2.783333333
20190225,남원읍,172359,0,12.18333329,26.95833333,3.116666667
20190226,남원읍,164378,5,10.58333333,64.875,2.766666667
20190227,남원읍,146228,5,11.0125,69.875,3.7625
20190228,남원읍,156947,0,11.10833333,40.04166667,3.754166667
20190301,남원읍,182550,4,10.40833333,60.41666667,2.383333333
20190302,남원읍,176853,6,11.33333333,76.79166667,2.9375
20190303,남원읍,131432,7,10.92916667,67.83333333,5.033333333
20190304,남원읍,109651,0,12.03333338,41.95833333,3.529166667
20190305,남원읍,126634,13,11.01666667,75.54166667,3.870833333
20190306,남원읍,113276,0,9.504166667,55,5.8125
20190307,남원읍,127578,0,8.545833333,48.54166667,2.183333333
20190308,남원읍,140072,5,9.020833333,76.375,1.8125
20190309,남원읍,152619,21,11.97083333,89.625,4.45
20190310,남원읍,110722,1,11.45,58.04166667,4.3125
20190311,남원읍,128607,0,10.85,62.375,3.466666667
20190312,남원읍,132808,0,8.875,37.33333333,4.9875
20190313,남원읍,133291,0,8.2,48.33333333,1.808333333
20190314,남원읍,137831,0,10.07916667,64.29166667,3.470833333
20190315,남원읍,135080,0,8.808333333,50.95833333,3.345833333
20190316,남원읍,164049,0,12.95833333,52.25,3.329166667
20190317,남원읍,166215,3,11.175,66.54166667,1.633333333
20190318,남원읍,146991,5,11.86666667,74.75,1.795833333
20190319,남원읍,145941,5,12.24166675,79.875,1.766666667
20190320,남원읍,143542,7,16.26666663,81.83333333,3.958333333
20190321,남원읍,150756,0,12.95833333,33.125,3.654166667
20190322,남원읍,159679,0,9.208333333,38.20833333,6.1875
20190323,남원읍,167312,0,7.8875,51.45833333,4.320833333
20190324,남원읍,173208,0,8.229166667,62.41666667,1.741666667
20190325,남원읍,158758,0,11.52500008,65.41666667,1.941666667
20190326,남원읍,168432,0,14.70416675,65.58333333,3.9
20190327,남원읍,186362,0,15.89166663,67.83333333,2.6625
20190328,남원읍,202796,0,14.37083342,75.79166667,1.791666667
20190329,남원읍,189405,0,14.21666667,61.375,2.270833333
20190330,남원읍,183363,0,8.55,40.70833333,4.8625
20190331,남원읍,172882,0,8.708333333,43.70833333,3.020833333
20190401,남원읍,154595,0,11.18333333,55.95833333,2.970833333
20190402,남원읍,182772,0,11.89166671,31.25,3.583333333
20190403,남원읍,194381,0,9.341666667,51.41666667,2.3625
20190404,남원읍,199833,0,13.93333329,57.625,3.141666667
20190405,남원읍,185949,0,12.52083338,76.04166667,2.033333333
20190406,남원읍,189073,1,15.23333329,81.41666667,3.3
20190407,남원읍,186629,0,15.07499992,80.29166667,1.866666667
20190408,남원읍,166634,4,14.225,73.95833333,2.929166667
20190409,남원읍,155526,11,13.08333333,83.75,3.833333333
20190410,남원읍,152592,0,11.52083333,70.45833333,3.720833333
20190411,남원읍,176422,0,13.34166667,54.91666667,3.370833333
20190412,남원읍,179362,0,12.29999996,61.66666667,1.625
20190413,남원읍,199461,0,14.42916667,66.5,2.241666667
20190414,남원읍,185959,0,15.48750013,27.58333333,5.241666667
20190415,남원읍,160069,0,13.8708335,62.5,1.5125
20190416,남원읍,167556,5,15.34166663,76.125,1.525
20190417,남원읍,160947,0,13.62916663,81.25,2.154166667
20190418,남원읍,170650,0,15.35416671,81.20833333,2.104166667
20190419,남원읍,178503,0,16.99166671,74.29166667,2.616666667
20190420,남원읍,202017,0,16.0375,75.375,1.479166667
20190421,남원읍,190122,0,16.55416692,65.79166667,1.658333333
20190422,남원읍,148197,9,17.58749992,86.04166667,2.358333333
20190423,남원읍,127693,4,18.28333317,81.875,3.0625
20190424,남원읍,165475,1,17.31666675,83.25,1.558333333
20190425,남원읍,174663,0,15.26249996,74.25,2.191666667
20190426,남원읍,172177,0,13.31666671,64.66666667,3.958333333
20190427,남원읍,192806,0,14.29166679,64.5,2.1375
20190428,남원읍,180298,16,16.29166679,85.91666667,2.583333333
20190429,남원읍,136705,3,16.26666679,80.83333333,3.379166667
20190430,남원읍,170802,0,16.90416671,76.91666667,1.629166667
20190501,남원읍,176130,0,19.10416642,41.125,3.125
20190502,남원읍,186222,0,19.92500017,43.20833333,1.870833333
20190503,남원읍,180919,0,17.45000013,57.5,1.370833333
20190504,남원읍,203262,0,17.19583329,60.83333333,1.5125
20190505,남원읍,221349,0,17.79583346,55.95833333,2.120833333
20190506,남원읍,194521,0,15.92500008,43.16666667,4.841666667
20190507,남원읍,147222,0,15.225,49.79166667,1.816666667
20190508,남원읍,164134,0,17.04583329,54.41666667,1.575
20190509,남원읍,181263,0,16.87083329,54.83333333,1.6375
20190510,남원읍,166623,0,16.72499996,63.875,1.683333333
20190511,남원읍,177704,0,17.93333342,56.75,1.858333333
20190512,남원읍,164661,0,18.66666667,82.79166667,1.791666667
20190513,남원읍,148532,5,19.27499983,82.58333333,1.9375
20190514,남원읍,176268,0,19.7916665,63.70833333,2.904166667
20190515,남원읍,189888,0,20.72083342,69.66666667,1.808333333
20190516,남원읍,192979,4,20.21250008,76.79166667,1.970833333
20190517,남원읍,181457,21,19.4666665,83.41666667,3.291666667
20190518,남원읍,139531,12,19.95833329,76.91666667,2.275
20190519,남원읍,148415,1,18.96666654,62,3.733333333
20190520,남원읍,159692,0,19.61666654,38,3.645833333
20190521,남원읍,180138,0,18.44166663,54.45833333,3.145833333
20190522,남원읍,187497,0,19.98750017,68.70833333,4.645833333
20190523,남원읍,181683,0,22.07916683,62.41666667,4.575
20190524,남원읍,175725,0,20.23750013,75.16666667,2.945833333
20190525,남원읍,182588,0,20.40416688,77.79166667,1.516666667
20190526,남원읍,174607,16,20.27499996,81.70833333,3.508333333
20190527,남원읍,118375,0,20.52499996,52.66666667,3.7375
20190528,남원읍,153143,0,20.65833329,55.79166667,1.7
20190529,남원읍,166274,0,19.92083342,64.66666667,1.216666667
20190530,남원읍,170487,2,18.62083317,71.75,2.216666667
20190531,남원읍,170432,0,18.85833338,72.16666667,1.954166667
20190601,남원읍,171768,0,20.20833342,64.08333333,1.595833333
20190602,남원읍,168926,0,18.78333338,66.29166667,1.270833333
20190603,남원읍,143421,0,21.23333317,78.83333333,1.875
20190604,남원읍,157592,0,22.32916663,78.58333333,1.320833333
20190605,남원읍,161150,4,21.22083338,82.95833333,1.333333333
20190606,남원읍,178357,3,21.99583325,71.25,4.466666667
20190607,남원읍,176876,1,19.07499992,82.70833333,1.954166667
20190608,남원읍,194400,0,19.99999983,76.33333333,2.479166667
20190609,남원읍,173817,0,19.72500033,75.79166667,2.55
20190610,남원읍,143857,0,19.74166667,74.20833333,2.541666667
20190611,남원읍,151896,0,19.39999992,75.20833333,1.570833333
20190612,남원읍,150298,0,19.36666679,74.45833333,2.383333333
20190613,남원읍,157043,10,20.11666683,82.75,2.829166667
20190614,남원읍,142484,5,21.66666671,66.70833333,4.316666667
20190615,남원읍,179869,0,21.7375,65.25,2.141666667
20190616,남원읍,184660,0,19.85416667,78.91666667,1.491666667
20190617,남원읍,150787,4,20.97083313,79.375,1.341666667
20190618,남원읍,143604,0,18.97083338,73.04166667,1.7625
20190619,남원읍,151421,0,21.12916658,77.83333333,1.408333333
20190620,남원읍,165496,0,22.62083338,74.41666667,1.541666667
20190621,남원읍,174042,0,21.90833346,79.16666667,1.766666667
20190622,남원읍,204337,0,21.37500008,75,2.6625
20190623,남원읍,186978,0,21.2625,72.25,2.245833333
20190624,남원읍,163872,0,22.36250004,70.16666667,2.508333333
20190625,남원읍,165897,15,22.08750013,79.20833333,2.783333333
20190626,남원읍,136881,4,23.80833338,93.20833333,2.366666667
20190627,남원읍,153202,0,23.02499975,90.79166667,1.433333333
20190628,남원읍,163498,7,22.98333338,98.5,2.0375
20190629,남원읍,153085,0,23.15416671,96.04166667,2.566666667
20190630,남원읍,158173,4,22.10833308,95.5,1.125
20190701,남원읍,139199,2,21.59166658,96.16666667,1.095833333
20190702,남원읍,154526,0,21.83749979,91.66666667,1.5625
20190703,남원읍,157040,0,21.81250017,89.16666667,1.345833333
20190704,남원읍,163245,0,23.40000013,79.41666667,1.341666667
20190705,남원읍,166154,0,23.18333308,79.58333333,2.995833333
20190706,남원읍,179682,1,23.24583329,85.83333333,3.3625
20190707,남원읍,171228,7,21.65416679,95.08333333,3.1875
20190708,남원읍,139507,1,21.2625,92.375,3.483333333
20190709,남원읍,157344,15,21.95833304,98.41666667,3.766666667
20190710,남원읍,130939,1,24.94583304,83.125,2.408333333
20190711,남원읍,160385,0,19.85000013,85.29166667,1.7
20190712,남원읍,173933,14,21.02500013,98.29166667,1.716666667
20190713,남원읍,163821,0,23.14166658,88.5,1.666666667
20190714,남원읍,183012,0,23.25833333,92.66666667,1.508333333
20190715,남원읍,168580,0,23.625,88.66666667,1.941666667
20190716,남원읍,175445,3,23.62499983,92.16666667,2.133333333
20190717,남원읍,163319,12,23.87916675,100,2.408333333
20190718,남원읍,143012,20,24.12916675,100,2.275
20190719,남원읍,140352,19,23.54583325,100,7.575
20190720,남원읍,142753,1,24.45416667,95.41666667,4.7625
20190721,남원읍,188303,2,24.95000017,98.54166667,2.091666667
20190722,남원읍,186409,0,25.21249988,98.20833333,2.604166667
20190723,남원읍,209679,0,25.020833,99.16666667,3.083333333
20190724,남원읍,206047,1,24.94166633,99.79166667,2.6375
20190725,남원읍,201726,1,25.66666671,99.20833333,2.5
20190726,남원읍,204789,0,25.97083325,99.375,2.354166667
20190727,남원읍,216261,0,26.77083354,96.83333333,2.804166667
20190728,남원읍,228115,0,27.30416642,94.66666667,2.458333333
20190729,남원읍,218472,0,27.60416679,97.66666667,2.7125
20190730,남원읍,220861,0,28.01249996,94.125,2.729166667
20190731,남원읍,215793,0,28.04583317,91.45833333,1.729166667
20190801,남원읍,209989,0,27.54999996,87.625,1.533333333
20190802,남원읍,223375,0,21.32083333,75.33333333,1.375
20190803,남원읍,231889,0,27.93750004,87.625,1.675
20190804,남원읍,224267,0,27.83333313,81.20833333,1.908333333
20190805,남원읍,205832,0,29.16666688,74.58333333,3.233333333
20190806,남원읍,192225,0,27.88333333,87.91666667,1.675
20190807,남원읍,194480,1,29.34999979,87,1.575
20190808,남원읍,201447,0,28.97916679,85.125,2.433333333
20190809,남원읍,187652,0,28.9375,84.5,2.970833333
20190810,남원읍,190865,4,27.45416683,93.16666667,5.041666667
20190811,남원읍,161702,0,27.93333325,97.125,4.2375
20190812,남원읍,159393,0,28.57499988,89.875,1.7875
20190813,남원읍,183272,0,30.51666663,73.66666667,4.241666667
20190814,남원읍,182206,0,30.02083338,75.33333333,2.25
20190815,남원읍,194673,0,28.02083346,77.375,3.55
20190816,남원읍,203525,0,25.78749988,81.625,2.095833333
20190817,남원읍,217421,2,25.53750008,90.91666667,1.6
20190818,남원읍,192227,0,26.5208335,84.875,1.45
20190819,남원읍,167880,0,27.49999992,86.58333333,2.6375
20190820,남원읍,174694,5,26.64166679,96.58333333,1.491666667
20190821,남원읍,162751,7,27.6583335,96.16666667,3.666666667
20190822,남원읍,166112,0,26.85416675,88.54166667,1.4
20190823,남원읍,185728,0,26.09166683,78.66666667,1.283333333
20190824,남원읍,202660,1,24.50833354,80.70833333,1.275
20190825,남원읍,194431,7,23.98333325,92.95833333,2.204166667
20190826,남원읍,165237,11,25.86666688,99.70833333,3.0625
20190827,남원읍,154122,10,25.00833354,98.16666667,2.295833333
20190828,남원읍,166495,14,22.22083338,99.54166667,1.066666667
20190829,남원읍,155646,0,23.80416688,84.75,1.8375
20190830,남원읍,180495,0,23.07916671,72.20833333,1.791666667
20190831,남원읍,200424,3,22.80833313,86.875,1.558333333
20190901,남원읍,155929,11,24.08333333,98.5,2.4875
20190902,남원읍,119667,6,24.98750021,97.54166667,1.5125
20190903,남원읍,126375,8,24.55833333,97.125,1.854166667
20190904,남원읍,120866,4,25.26249996,95.95833333,1.204166667
20190905,남원읍,129703,6,26.22916658,96.79166667,2.920833333
20190906,남원읍,110541,12,26.39583338,94.79166667,8.625
20190907,남원읍,106151,4,23.86249988,97.91666667,1.75
20190908,남원읍,157400,6,25.79166675,98.08333333,3.216666667
20190909,남원읍,110745,0,26.50833329,93.875,2.575
20190910,남원읍,124468,1,26.59166675,94.66666667,1.6875
20190911,남원읍,132547,3,24.91666675,93.625,2.933333333
20190912,남원읍,209043,0,23.92083338,83.66666667,3.8125
20190913,남원읍,321794,0,24.56666667,75.04166667,3.491666667
20190914,남원읍,225242,0,24.30833329,84.41666667,1.620833333
20190915,남원읍,162922,0,25.14583325,82.08333333,2.933333333
20190916,남원읍,133031,0,23.72916646,77.5,3.479166667
20190917,남원읍,138879,0,23.99583342,68.41666667,3.829166667
20190918,남원읍,145899,0,23.425,63.91666667,4.5125
20190919,남원읍,163603,0,22.54999983,72.41666667,4.1125
20190920,남원읍,156031,12,20.67083342,92.33333333,5.345833333
20190921,남원읍,116278,24,21.11666675,97.91666667,9.029166667
20190922,남원읍,99810,2,21.26249979,83,2.6625
20190923,남원읍,119121,0,20.67499996,63.20833333,3.2
20190924,남원읍,152868,0,20.6,67.20833333,2.766666667
20190925,남원읍,165206,0,23.30833346,84.75,3.575
20190926,남원읍,180119,4,24.71249988,93.95833333,1.983333333
20190927,남원읍,163721,3,24.72916683,96.625,1.783333333
20190928,남원읍,160303,2,25.05,94.29166667,1.545833333
20190929,남원읍,158002,5,23.75416663,95.45833333,1.108333333
20190930,남원읍,139946,8,24.42083342,96.33333333,1.645833333
20191001,남원읍,107087,19,23.84166683,96.79166667,5.2625
20191002,남원읍,95173,1,24.77083325,84.625,4.775
20191003,남원읍,133125,0,22.48749996,84.58333333,1.808333333
20191004,남원읍,169022,0,22.2541665,83.66666667,1.65
20191005,남원읍,191059,4,20.76250004,78.83333333,3.225
20191006,남원읍,174120,1,21.84999996,83.5,2.233333333
20191007,남원읍,149050,0,21.19583342,66.70833333,3.975
20191008,남원읍,162115,0,19.5166665,44.20833333,3.9625
20191009,남원읍,192648,0,17.04166679,56.95833333,1.908333333
20191010,남원읍,177549,0,19.85833346,66.83333333,1.916666667
20191011,남원읍,171551,0,21.17499988,68.25,3.475
20191012,남원읍,172946,0,19.71666642,68.66666667,3.5625
20191013,남원읍,164770,0,19.2041665,73.45833333,3.641666667
20191014,남원읍,148516,3,18.17500004,68.375,5.1875
20191015,남원읍,167153,4,18.0375,70,3.125
20191016,남원읍,193328,0,17.7125,74.83333333,3.3
20191017,남원읍,215181,11,19.47083338,89.83333333,3.854166667
20191018,남원읍,169661,0,20.54166658,76.125,3.879166667
20191019,남원읍,196835,0,18.75833325,71.91666667,3.0875
20191020,남원읍,191867,0,19.07083338,73.45833333,3.320833333
20191021,남원읍,173178,0,19.16666667,76.66666667,3.15
20191022,남원읍,193890,4,20.02916638,84.625,3.775
20191023,남원읍,195428,9,19.5,84.54166667,3.970833333
20191024,남원읍,178493,0,19.99583321,68.20833333,2.45
20191025,남원읍,187245,0,18.81249996,63.25,3.833333333
20191026,남원읍,199641,0,16.46666658,61.08333333,4.054166667
20191027,남원읍,189228,0,15.20833338,75.75,1.995833333
20191028,남원읍,167160,0,16.13749992,72.08333333,2.229166667
20191029,남원읍,167485,0,16.34166663,65.08333333,2.654166667
20191030,남원읍,175363,0,15.49166663,78.04166667,2.054166667
20191031,남원읍,191092,0,16.61249996,76.16666667,1.879166667
20191101,남원읍,164749,0,18.16666658,73.41666667,2.016666667
20191102,남원읍,173250,1,18.37916663,81.66666667,1.8125
20191103,남원읍,173492,1,16.77916658,74,2.616666667
20191104,남원읍,154141,0,16.97083321,75.91666667,2.866666667
20191105,남원읍,167226,0,16.44166671,56.25,2.795833333
20191106,남원읍,166259,0,16.57083329,56.41666667,4.108333333
20191107,남원읍,162615,0,15.45416675,53.66666667,3.391666667
20191108,남원읍,188494,0,14.63333338,56.75,3.295833333
20191109,남원읍,209133,0,14.03333325,72.41666667,2.7875
20191110,남원읍,193031,3,17.84166658,61.66666667,3.2
20191111,남원읍,161123,0,15.11250013,67.91666667,2.420833333
20191112,남원읍,165221,1,14.45833317,78.45833333,2.270833333
20191113,남원읍,154246,0,13.17916671,59.20833333,6.116666667
20191114,남원읍,154658,0,9.425000042,57.83333333,2.045833333
20191115,남원읍,177505,0,15.32499988,71.375,1.875
20191116,남원읍,202162,0,20.20416663,76.79166667,2.6125
20191117,남원읍,189028,3,17.41249996,76.33333333,5.7125
20191118,남원읍,138154,0,10.92083333,59.79166667,6.491666667
20191119,남원읍,157181,0,10.53333333,55.125,3.7625
20191120,남원읍,165482,0,12.05416663,65.41666667,3.516666667
20191121,남원읍,168029,0,16.70833346,75.70833333,2.6
20191122,남원읍,177992,0,17.4041665,80.79166667,2.770833333
20191123,남원읍,205407,7,19.18750004,91.33333333,2.616666667
20191124,남원읍,169841,0,13.51666667,64.5,4.941666667
20191125,남원읍,158463,6,12.5,81.375,4.0375
20191126,남원읍,139558,8,12.49166667,81.95833333,5.4625
20191127,남원읍,147678,2,10.9375,64.66666667,5.875
20191128,남원읍,156982,0,10.97916667,57.70833333,4.791666667
20191129,남원읍,186685,0,11.25000004,56.29166667,2.3
20191130,남원읍,229424,13,13.10416667,89.75,2.245833333
20191201,남원읍,134963,1,11.52083338,69.08333333,6.329166667
20191202,남원읍,131629,0,8.608333333,61.375,4.079166667
20191203,남원읍,149517,0,9.783333333,63.625,2.433333333
20191204,남원읍,156441,0,9.15,61.54166667,4.954166667
20191205,남원읍,159567,0,4.725,60.70833333,7.441666667
20191206,남원읍,162312,0,6.0875,56.875,6.858333333
20191207,남원읍,208662,0,9.558333333,64.04166667,3.55
20191208,남원읍,212784,0,10.00833333,74.375,1.875
20191209,남원읍,169323,0,12.24583346,73.33333333,2.229166667
20191210,남원읍,163479,0,12.69583338,74.95833333,2.7375
20191211,남원읍,164699,0,9.375,56.875,6.141666667
20191212,남원읍,166873,0,8.958333333,73.58333333,1.858333333
20191213,남원읍,181431,0,9.9375,70.25,3.208333333
20191214,남원읍,209405,2,11.55416671,67.25,2.595833333
20191215,남원읍,207615,0,14.48333342,72.625,2.283333333
20191216,남원읍,182330,7,16.21250013,90.66666667,2.575
20191217,남원읍,151913,0,12.44166667,66.45833333,3.570833333
20191218,남원읍,181264,0,9.495833333,57.625,3.833333333
20191219,남원읍,183965,0,8.191666667,59.58333333,5.825
20191220,남원읍,184875,0,7.866666667,59.79166667,3.391666667
20191221,남원읍,211884,11,9.754166667,80.25,3.983333333
20191222,남원읍,176471,0,9.316666667,70.04166667,2.4125
20191223,남원읍,191908,0,9.666666667,66.79166667,3.1
20191224,남원읍,201052,3,10.9125,82.70833333,2.8
20191225,남원읍,199124,10,11.34166667,89.375,4.658333333
20191226,남원읍,172651,3,6.791666667,61.45833333,5.7875
20191227,남원읍,205479,0,7.375,62.125,2.983333333
20191228,남원읍,244622,10,10.39583338,82.83333333,2.5
20191229,남원읍,201818,3,13.97083342,84.5,3.066666667
20191230,남원읍,197451,0,4.875,63.70833333,8.379166667
20191231,남원읍,204946,0,4.541666667,67.75,4.85
20190101,대륜동,205190,0,4.8125,59.25,2.225
20190102,대륜동,186555,0,6.1625,58.625,2.358333333
20190103,대륜동,188989,1,7.495833333,75.79166667,0.870833333
20190104,대륜동,191453,2,9.125,73.58333333,1.379166667
20190105,대륜동,200110,0,7.95,40.58333333,2.158333333
20190106,대륜동,192990,0,7.433333333,54.5,1.25
20190107,대륜동,181126,0,7.8,58.66666667,2.595833333
20190108,대륜동,195601,0,4.941666667,54.58333333,2.083333333
20190109,대륜동,198412,0,6.725,63.33333333,2.054166667
20190110,대륜동,196792,0,8.370833333,67.75,1.2875
20190111,대륜동,198218,3,9.158333333,75.70833333,1.783333333
20190112,대륜동,211995,0,8.179166667,55.95833333,2.766666667
20190113,대륜동,218014,0,7.125,60.58333333,1.325
20190114,대륜동,214731,0,7.404166667,56.5,2.470833333
20190115,대륜동,232510,0,3.495833333,58.625,3.445833333
20190116,대륜동,218522,0,4.2625,57.08333333,2.858333333
20190117,대륜동,213761,0,5.833333333,60.5,1.654166667
20190118,대륜동,213003,0,8.3,73.5,1.191666667
20190119,대륜동,225304,1,8.829166667,68.125,3.520833333
20190120,대륜동,222154,0,4.8625,57.875,3.316666667
20190121,대륜동,213920,0,6.579166667,60.45833333,2.008333333
20190122,대륜동,213870,0,6.95,62.16666667,2.291666667
20190123,대륜동,214287,0,8.558333333,44.33333333,2.008333333
20190124,대륜동,212495,0,7.1,56.91666667,2.1
20190125,대륜동,212646,0,3.75,53.91666667,4.054166667
20190126,대륜동,220776,0,5.5,46.95833333,2.420833333
20190127,대륜동,223781,0,7.079166667,62.16666667,2.925
20190128,대륜동,211099,0,5.608333333,60.41666667,1.495833333
20190129,대륜동,211065,0,8.5625,65.66666667,0.508333333
20190130,대륜동,206002,9,5.895833333,85,1.525
20190131,대륜동,195035,0,3.654166667,59.20833333,4.3625
20190201,대륜동,160240,0,6.729166667,62,1.475
20190202,대륜동,182504,8,13.77499996,83.16666667,3.220833333
20190203,대륜동,204803,0,9.145833333,52.125,3.125
20190204,대륜동,221857,0,7.5625,55.375,1.5
20190205,대륜동,226043,0,12.0125,62,1.229166667
20190206,대륜동,201884,0,10.29583333,68.04166667,1.3875
20190207,대륜동,184305,0,7.016666667,50.79166667,1.233333333
20190208,대륜동,180185,0,4.120833333,61.625,2.920833333
20190209,대륜동,195277,0,3.795833333,55.83333333,1.904166667
20190210,대륜동,190494,0,3.758333333,59.25,3.166666667
20190211,대륜동,188326,0,4.741666667,51.79166667,1.933333333
20190212,대륜동,192566,0,7.9125,45.58333333,1.295833333
20190213,대륜동,200879,0,7.095833333,54.33333333,1.154166667
20190214,대륜동,198719,3,6.604166667,70.20833333,1.366666667
20190215,대륜동,194582,0,5.0625,61.08333333,3.65
20190216,대륜동,205123,0,4.375,56,3.929166667
20190217,대륜동,199368,1,6.425,70.125,1.2
20190218,대륜동,195496,10,11.7875,78.5,2.679166667
20190219,대륜동,200677,0,8.466666667,55,3.016666667
20190220,대륜동,195073,0,8.879166667,54.625,1.1625
20190221,대륜동,196704,3,8.870833333,66.66666667,0.975
20190222,대륜동,195652,1,9.070833333,58.79166667,2.041666667
20190223,대륜동,201481,0,10.8875,51.66666667,1.4875
20190224,대륜동,209553,0,10.77916663,48.75,2.204166667
20190225,대륜동,193612,0,10.85833333,39.66666667,1.358333333
20190226,대륜동,191327,0,10.42916667,60.66666667,1.008333333
20190227,대륜동,197424,1,10.97083333,73.54166667,0.995833333
20190228,대륜동,202639,0,11.0375,38.79166667,1.691666667
20190301,대륜동,198488,1,10.24166667,59.91666667,1.041666667
20190302,대륜동,206329,2,11.36666667,70.5,0.945833333
20190303,대륜동,174730,4,10.29583333,75.29166667,1.858333333
20190304,대륜동,160886,0,11.21666667,44.625,1.820833333
20190305,대륜동,164989,6,10.79583333,78.16666667,1.258333333
20190306,대륜동,168460,0,8.545833333,62.70833333,3.054166667
20190307,대륜동,170699,0,8.4875,62.125,1.216666667
20190308,대륜동,171581,4,9.979166667,68.95833333,1.541666667
20190309,대륜동,178709,5,13.34583333,75.04166667,3.033333333
20190310,대륜동,177865,0,10.07916667,61.95833333,2.325
20190311,대륜동,185973,0,10.08333333,63.08333333,3.65
20190312,대륜동,191044,0,7.1625,49.08333333,3.6875
20190313,대륜동,193540,0,7.825,54.70833333,1.495833333
20190314,대륜동,187915,0,9.116666667,67.45833333,1.825
20190315,대륜동,166346,0,7.970833333,55.5,3.2375
20190316,대륜동,180363,0,12.30416663,51.125,2.05
20190317,대륜동,176081,2,10.90416667,60.625,0.7625
20190318,대륜동,184458,1,12.20416679,67.70833333,1.675
20190319,대륜동,196503,4,13.125,68.41666667,1.958333333
20190320,대륜동,206796,3,14.85000004,75.45833333,3.783333333
20190321,대륜동,199522,0,10.60833333,39.66666667,3.3875
20190322,대륜동,192476,0,8.5875,39.33333333,3.408333333
20190323,대륜동,194357,0,7.083333333,50.375,2.320833333
20190324,대륜동,208315,0,7.866666667,52.54166667,1.158333333
20190325,대륜동,218926,0,12.92083338,64.54166667,2.279166667
20190326,대륜동,237477,0,12.8625,69,1.120833333
20190327,대륜동,240295,0,15.3458335,74.66666667,1.0625
20190328,대륜동,237562,0,15.60416658,60.04166667,1.616666667
20190329,대륜동,223659,0,13.84583342,49.25,3
20190330,대륜동,194815,0,8.054166667,43.375,4.75
20190331,대륜동,194148,0,8.125,44.5,2.7
20190401,대륜동,166180,0,11.00833338,52.58333333,2.175
20190402,대륜동,180293,0,11.45416671,33.45833333,1.891666667
20190403,대륜동,199821,0,9.379166667,40.79166667,1.6375
20190404,대륜동,197418,0,13.64166667,57.20833333,2.025
